name,__tag
items_package_event-deal-goliath-plus-frost_short,item
items_package_event-deal-goliath-plus-frost_code,item
items_package_event-deal-goliath-plus-frost_description,item
history_event-deal-goliath-plus-frost,item
items_package_event-deal-liberator-plus-frost_fullname,item
items_package_event-deal-liberator-plus-frost_short,item
items_package_event-deal-liberator-plus-frost_code,item
items_package_event-deal-liberator-plus-frost_description,item
history_event-deal-liberator-plus-frost,item
items_package_event-deal-frostdec2021-fullpack_fullname,item
items_package_event-deal-frostdec2021-fullpack_short,item
items_package_event-deal-frostdec2021-fullpack_code,item
items_package_event-deal-frostdec2021-fullpack_description,item
history_event-deal-frostdec2021-fullpack,item
items_package_deal-frostdec2021_fullname,item
items_package_deal-frostdec2021_short,item
items_package_deal-frostdec2021_code,item
items_package_deal-frostdec2021_description,item
items_drone_flax_fullname,item
items_drone_flax_description,item
items_drone_flax_code,item
items_drone_flax_short,item
items_drone_iris_fullname,item
items_drone_iris_description,item
items_drone_iris_code,item
items_drone_iris_short,item
items_drone_apis_fullname,item
items_drone_apis_description,item
items_drone_apis_code,item
items_drone_apis_short,item
items_drone_zeus_fullname,item
items_drone_zeus_description,item
items_drone_zeus_code,item
items_drone_zeus_short,item
items_drone_designs_havoc_fullname,item
items_drone_designs_havoc_description,item
items_drone_designs_havoc_code,item
items_drone_designs_havoc_short,item
items_drone_designs_havoc_sources,item
items_drone_designs_hercules_fullname,item
items_drone_designs_hercules_type,item
items_drone_designs_hercules_description,item
items_drone_designs_hercules_code,item
items_drone_designs_hercules_short,item
items_drone_designs_hercules_sources,item
items_drone_designs_beacon_fullname,item
items_drone_designs_beacon_description,item
items_drone_designs_beacon_code,item
items_drone_designs_beacon_short,item
items_drone_designs_frost_fullname,item
items_drone_designs_frost_description,item
items_drone_designs_frost_code,item
items_drone_designs_frost_short,item
items_drone_designs_bat-blue_fullname,item
items_drone_designs_bat-blue_description,item
items_drone_designs_bat-blue_code,item
items_drone_designs_bat-blue_short,item
items_drone_designs_bat-green_fullname,item
items_drone_designs_bat-green_description,item
items_drone_designs_bat-green_code,item
items_drone_designs_bat-green_short,item
items_drone_designs_bat-red_fullname,item
items_drone_designs_bat-red_description,item
items_drone_designs_bat-red_code,item
items_drone_designs_bat-red_short,item
items_drone_designs_bat-silver_fullname,item
items_drone_designs_bat-silver_description,item
items_drone_designs_bat-silver_code,item
items_drone_designs_bat-silver_short,item
items_drone_designs_skull-blue_fullname,item
items_drone_designs_skull-blue_description,item
items_drone_designs_skull-blue_code,item
items_drone_designs_skull-blue_short,item
items_drone_designs_skull-green_fullname,item
items_drone_designs_skull-green_description,item
items_drone_designs_skull-green_code,item
items_drone_designs_skull-green_short,item
items_drone_designs_skull-red_fullname,item
items_drone_designs_skull-red_description,item
items_drone_designs_skull-red_code,item
items_drone_designs_skull-red_short,item
items_drone_designs_skull-silver_fullname,item
items_drone_designs_skull-silver_description,item
items_drone_designs_skull-silver_code,item
items_drone_designs_skull-silver_short,item
items_drone_designs_reaper-blue_fullname,item
items_drone_designs_reaper-blue_description,item
items_drone_designs_reaper-blue_code,item
items_drone_designs_reaper-blue_short,item
items_drone_designs_reaper-green_fullname,item
items_drone_designs_reaper-green_description,item
items_drone_designs_reaper-green_code,item
items_drone_designs_reaper-green_short,item
items_drone_designs_reaper-red_fullname,item
items_drone_designs_reaper-red_description,item
items_drone_designs_reaper-red_code,item
items_drone_designs_reaper-red_short,item
items_drone_designs_reaper-silver_fullname,item
items_drone_designs_reaper-silver_description,item
items_drone_designs_reaper-silver_code,item
items_drone_designs_reaper-silver_short,item
items_drone_designs_demon-silver_fullname,item
items_drone_designs_demon-silver_description,item
items_drone_designs_demon-silver_code,item
items_drone_designs_demon-silver_short,item
items_drone_designs_demon-epic_fullname,item
items_drone_designs_demon-epic_description,item
items_drone_designs_demon-epic_code,item
items_drone_designs_demon-epic_short,item
items_drone_designs_enigma-green_fullname,item
items_drone_designs_enigma-green_description,item
items_drone_designs_enigma-green_code,item
items_drone_designs_enigma-green_short,item
items_drone_designs_enigma-red_fullname,item
items_drone_designs_enigma-red_description,item
items_drone_designs_enigma-red_code,item
items_drone_designs_enigma-red_short,item
items_drone_designs_enigma-orange_fullname,item
items_drone_designs_enigma-orange_description,item
items_drone_designs_enigma-orange_code,item
items_drone_designs_enigma-orange_short,item
items_drone_designs_phantom-green_fullname,item
items_drone_designs_phantom-green_description,item
items_drone_designs_phantom-green_code,item
items_drone_designs_phantom-green_short,item
items_drone_designs_phantom-red_fullname,item
items_drone_designs_phantom-red_description,item
items_drone_designs_phantom-red_code,item
items_drone_designs_phantom-red_short,item
items_drone_designs_phantom-orange_fullname,item
items_drone_designs_phantom-orange_description,item
items_drone_designs_phantom-orange_code,item
items_drone_designs_phantom-orange_short,item
items_drone_have_max,item
items_drone_formation_default_fullname,item
items_drone_formation_default_description,item
items_drone_formation_default_tooltip_description,item
items_drone_formation_default_code,item
items_drone_formation_default_short,item
items_drone_formation_f-01-tu_fullname,item
items_drone_formation_f-01-tu_description,item
items_drone_formation_f-01-tu_tooltip_description,item
items_drone_formation_f-01-tu_code,item
items_drone_formation_f-01-tu_short,item
items_drone_formation_f-02-ar_fullname,item
items_drone_formation_f-02-ar_description,item
items_drone_formation_f-02-ar_tooltip_description,item
items_drone_formation_f-02-ar_code,item
items_drone_formation_f-02-ar_short,item
items_drone_formation_f-03-la_fullname,item
items_drone_formation_f-03-la_description,item
items_drone_formation_f-03-la_tooltip_description,item
items_drone_formation_f-03-la_code,item
items_drone_formation_f-03-la_short,item
items_drone_formation_f-04-st_fullname,item
items_drone_formation_f-04-st_description,item
items_drone_formation_f-04-st_tooltip_description,item
items_drone_formation_f-04-st_code,item
items_drone_formation_f-04-st_short,item
items_drone_formation_f-05-pi_fullname,item
items_drone_formation_f-05-pi_description,item
items_drone_formation_f-05-pi_tooltip_description,item
items_drone_formation_f-05-pi_code,item
items_drone_formation_f-05-pi_short,item
items_drone_formation_f-06-da_fullname,item
items_drone_formation_f-06-da_description,item
items_drone_formation_f-06-da_tooltip_description,item
items_drone_formation_f-06-da_code,item
items_drone_formation_f-06-da_short,item
items_drone_formation_f-07-di_fullname,item
items_drone_formation_f-07-di_description,item
items_drone_formation_f-07-di_tooltip_description,item
items_drone_formation_f-07-di_code,item
items_drone_formation_f-07-di_short,item
items_drone_formation_f-08-ch_fullname,item
items_drone_formation_f-08-ch_description,item
items_drone_formation_f-08-ch_tooltip_description,item
items_drone_formation_f-08-ch_code,item
items_drone_formation_f-08-ch_short,item
items_drone_formation_f-09-mo_fullname,item
items_drone_formation_f-09-mo_description,item
items_drone_formation_f-09-mo_tooltip_description,item
items_drone_formation_f-09-mo_code,item
items_drone_formation_f-09-mo_short,item
items_drone_formation_f-10-cr_fullname,item
items_drone_formation_f-10-cr_description,item
items_drone_formation_f-10-cr_tooltip_description,item
items_drone_formation_f-10-cr_code,item
items_drone_formation_f-10-cr_short,item
items_drone_formation_f-11-he_fullname,item
items_drone_formation_f-11-he_code,item
items_drone_formation_f-11-he_description,item
items_drone_formation_f-11-he_tooltip_description,item
items_drone_formation_f-11-he_short,item
items_drone_formation_f-12-ba_fullname,item
items_drone_formation_f-12-ba_description,item
items_drone_formation_f-12-ba_tooltip_description,item
items_drone_formation_f-12-ba_code,item
items_drone_formation_f-12-ba_short,item
items_drone_formation_f-13-bt_fullname,item
items_drone_formation_f-13-bt_description,item
items_drone_formation_f-13-bt_tooltip_description,item
items_drone_formation_f-13-bt_code,item
items_drone_formation_f-13-bt_short,item
items_drone_formation_f-3d-dm_fullname,item
items_drone_formation_f-3d-dm_description,item
items_drone_formation_f-3d-dm_tooltip_description,item
items_drone_formation_f-3d-dm_code,item
items_drone_formation_f-3d-dm_short,item
items_drone_formation_f-3d-dr_fullname,item
items_drone_formation_f-3d-dr_description,item
items_drone_formation_f-3d-dr_tooltip_description,item
items_drone_formation_f-3d-dr_code,item
items_drone_formation_f-3d-dr_short,item
items_drone_formation_f-3d-rg_fullname,item
items_drone_formation_f-3d-rg_description,item
items_drone_formation_f-3d-rg_tooltip_description,item
items_drone_formation_f-3d-rg_code,item
items_drone_formation_f-3d-rg_short,item
items_drone_formation_f-3d-vt_fullname,item
items_drone_formation_f-3d-vt_description,item
items_drone_formation_f-3d-vt_tooltip_description,item
items_drone_formation_f-3d-vt_code,item
items_drone_formation_f-3d-vt_short,item
items_drone_formation_f-3d-wl_fullname,item
items_drone_formation_f-3d-wl_description,item
items_drone_formation_f-3d-wl_tooltip_description,item
items_drone_formation_f-3d-wl_code,item
items_drone_formation_f-3d-wl_short,item
items_drone_formation_f-3d-wv_fullname,item
items_drone_formation_f-3d-wv_description,item
items_drone_formation_f-3d-wv_tooltip_description,item
items_drone_formation_f-3d-wv_code,item
items_drone_formation_f-3d-wv_short,item
items_drone_formation_f-3d-x_fullname,item
items_drone_formation_f-3d-x_description,item
items_drone_formation_f-3d-x_tooltip_description,item
items_drone_formation_f-3d-x_code,item
items_drone_formation_f-3d-x_short,item
items_drone_formation_3d_hint,item
items_drone_formation_general_hint,item
items_drone_formation_general_hint4,item
items_drone_design_visual_general_hint,item
items_drone_design_stats_general_hint,item
items_drone_formation_already_in_use,item
items_drone_designs_champion_fullname,item
items_drone_designs_champion_description,item
items_drone_designs_champion_code,item
items_drone_designs_champion_short,item
items_drone_designs_drone-eostra_fullname,item
items_drone_designs_drone-eostra_description,item
items_drone_designs_drone-eostra_code,item
items_drone_designs_drone-eostra_short,item
items_drone_designs_drone-pusat-poison_fullname,item
items_drone_designs_drone-pusat-poison_description,item
items_drone_designs_drone-pusat-poison_code,item
items_drone_designs_drone-pusat-poison_short,item
items_drone_designs_drone-pusat-sandstorm_fullname,item
items_drone_designs_drone-pusat-sandstorm_description,item
items_drone_designs_drone-pusat-sandstorm_code,item
items_drone_designs_drone-pusat-sandstorm_short,item
items_drone_designs_drone-pusat-lava_fullname,item
items_drone_designs_drone-pusat-lava_description,item
items_drone_designs_drone-pusat-lava_code,item
items_drone_designs_drone-pusat-lava_short,item
items_drone_designs_drone-spectrum-poison_fullname,item
items_drone_designs_drone-spectrum-poison_description,item
items_drone_designs_drone-spectrum-poison_code,item
items_drone_designs_drone-spectrum-poison_short,item
items_drone_designs_drone-spectrum-sandstorm_fullname,item
items_drone_designs_drone-spectrum-sandstorm_description,item
items_drone_designs_drone-spectrum-sandstorm_code,item
items_drone_designs_drone-spectrum-sandstorm_short,item
items_drone_designs_drone-spectrum-lava_fullname,item
items_drone_designs_drone-spectrum-lava_description,item
items_drone_designs_drone-spectrum-lava_code,item
items_drone_designs_drone-spectrum-lava_short,item
items_drone_designs_drone-a-elite-poison_fullname,item
items_drone_designs_drone-a-elite-poison_short,item
items_drone_designs_drone-a-elite-poison_code,item
items_drone_designs_drone-a-elite-poison_description,item
items_drone_designs_drone-a-elite-sandstorm_fullname,item
items_drone_designs_drone-a-elite-sandstorm_short,item
items_drone_designs_drone-a-elite-sandstorm_code,item
items_drone_designs_drone-a-elite-sandstorm_description,item
items_drone_designs_drone-a-elite-lava_fullname,item
items_drone_designs_drone-a-elite-lava_short,item
items_drone_designs_drone-a-elite-lava_code,item
items_drone_designs_drone-a-elite-lava_description,item
items_drone_designs_drone-a-elite-ocean_fullname,item
items_drone_designs_drone-a-elite-ocean_short,item
items_drone_designs_drone-a-elite-ocean_code,item
items_drone_designs_drone-a-elite-ocean_description,item
items_drone_designs_drone-a-elite-blaze_fullname,item
items_drone_designs_drone-a-elite-blaze_short,item
items_drone_designs_drone-a-elite-blaze_code,item
items_drone_designs_drone-a-elite-blaze_description,item
items_drone_designs_drone-spectrum-blaze_fullname,item
items_drone_designs_drone-spectrum-blaze_short,item
items_drone_designs_drone-spectrum-blaze_code,item
items_drone_designs_drone-spectrum-blaze_description,item
items_drone_designs_drone-pusat-blaze_fullname,item
items_drone_designs_drone-pusat-blaze_short,item
items_drone_designs_drone-pusat-blaze_code,item
items_drone_designs_drone-pusat-blaze_description,item
items_drone_designs_drone-spectrum-ocean_fullname,item
items_drone_designs_drone-spectrum-ocean_short,item
items_drone_designs_drone-spectrum-ocean_code,item
items_drone_designs_drone-spectrum-ocean_description,item
items_drone_designs_drone-pusat-ocean_fullname,item
items_drone_designs_drone-pusat-ocean_short,item
items_drone_designs_drone-pusat-ocean_code,item
items_drone_designs_drone-pusat-ocean_description,item
items_drone_designs_phantom-argon_fullname,item
items_drone_designs_phantom-argon_code,item
items_drone_designs_phantom-argon_description,item
items_drone_designs_phantom-argon_short,item
items_drone_designs_phantom-lava_fullname,item
items_drone_designs_phantom-lava_code,item
items_drone_designs_phantom-lava_description,item
items_drone_designs_phantom-lava_short,item
items_drone_designs_phantom-legend_fullname,item
items_drone_designs_phantom-legend_code,item
items_drone_designs_phantom-legend_description,item
items_drone_designs_phantom-legend_short,item
items_drone_designs_phantom-ocean_fullname,item
items_drone_designs_phantom-ocean_code,item
items_drone_designs_phantom-ocean_description,item
items_drone_designs_phantom-ocean_short,item
items_drone_designs_phantom-poison_fullname,item
items_drone_designs_phantom-poison_code,item
items_drone_designs_phantom-poison_description,item
items_drone_designs_phantom-poison_short,item
items_drone_designs_drone-goliath-x-borealis_fullname,item
items_drone_designs_drone-goliath-x-borealis_code,item
items_drone_designs_drone-goliath-x-borealis_description,item
items_drone_designs_drone-goliath-x-borealis_short,item
items_drone_designs_drone-goliath-x-ocean_fullname,item
items_drone_designs_drone-goliath-x-ocean_code,item
items_drone_designs_drone-goliath-x-ocean_description,item
items_drone_designs_drone-goliath-x-ocean_short,item
items_drone_designs_drone-goliath-x-regular_fullname,item
items_drone_designs_drone-goliath-x-regular_code,item
items_drone_designs_drone-goliath-x-regular_description,item
items_drone_designs_drone-goliath-x-regular_short,item
items_drone_designs_drone-goliath-x-sandstorm_fullname,item
items_drone_designs_drone-goliath-x-sandstorm_code,item
items_drone_designs_drone-goliath-x-sandstorm_description,item
items_drone_designs_drone-goliath-x-sandstorm_short,item
items_drone_designs_drone-inferno_fullname,item
items_drone_designs_drone-inferno_description,item
items_drone_designs_drone-inferno_code,item
items_drone_designs_drone-inferno_short,item
items_drone_designs_drone-hammerclaw_fullname,item
items_drone_designs_drone-hammerclaw_description,item
items_drone_designs_drone-hammerclaw_code,item
items_drone_designs_drone-hammerclaw_short,item
items_drone_designs_drone-cyborg_fullname,item
items_drone_designs_drone-cyborg_description,item
items_drone_designs_drone-cyborg_code,item
items_drone_designs_drone-cyborg_short,item
items_drone_designs_drone-mimesis_fullname,item
items_drone_designs_drone-mimesis_description,item
items_drone_designs_drone-mimesis_code,item
items_drone_designs_drone-mimesis_short,item
items_drone_designs_spartan_fullname,item
items_drone_designs_spartan_code,item
items_drone_designs_spartan_description,item
items_drone_designs_spartan_short,item
items_drone_designs_drone-cyborg-argon_fullname,item
items_drone_designs_drone-cyborg-argon_code,item
items_drone_designs_drone-cyborg-argon_description,item
items_drone_designs_drone-cyborg-argon_short,item
items_drone_designs_drone-hammerclaw-argon_fullname,item
items_drone_designs_drone-hammerclaw-argon_code,item
items_drone_designs_drone-hammerclaw-argon_description,item
items_drone_designs_drone-hammerclaw-argon_short,item
items_drone_designs_enigma-argon_fullname,item
items_drone_designs_enigma-argon_code,item
items_drone_designs_enigma-argon_description,item
items_drone_designs_enigma-argon_short,item
items_drone_designs_enigma-ocean_fullname,item
items_drone_designs_enigma-ocean_code,item
items_drone_designs_enigma-ocean_description,item
items_drone_designs_enigma-ocean_short,item
items_drone_designs_enigma-poison_fullname,item
items_drone_designs_enigma-poison_code,item
items_drone_designs_enigma-poison_description,item
items_drone_designs_enigma-poison_short,item
items_drone_designs_drone-g-champion-argon_fullname,item
items_drone_designs_drone-g-champion-argon_description,item
items_drone_designs_drone-g-champion-argon_code,item
items_drone_designs_drone-g-champion-argon_short,item
items_drone_designs_drone-g-champion-lava_fullname,item
items_drone_designs_drone-g-champion-lava_description,item
items_drone_designs_drone-g-champion-lava_code,item
items_drone_designs_drone-g-champion-lava_short,item
items_drone_designs_drone-g-champion-legend_fullname,item
items_drone_designs_drone-g-champion-legend_description,item
items_drone_designs_drone-g-champion-legend_code,item
items_drone_designs_drone-g-champion-legend_short,item
items_drone_designs_drone-g-champion-silver_fullname,item
items_drone_designs_drone-g-champion-silver_description,item
items_drone_designs_drone-g-champion-silver_code,item
items_drone_designs_drone-g-champion-silver_short,item
items_drone_designs_drone-cyborg-lava_fullname,item
items_drone_designs_drone-cyborg-lava_description,item
items_drone_designs_drone-cyborg-lava_code,item
items_drone_designs_drone-cyborg-lava_short,item
items_drone_designs_drone-hammerclaw-lava_fullname,item
items_drone_designs_drone-hammerclaw-lava_description,item
items_drone_designs_drone-hammerclaw-lava_code,item
items_drone_designs_drone-hammerclaw-lava_short,item
items_drone_designs_enigma-lava_fullname,item
items_drone_designs_enigma-lava_description,item
items_drone_designs_enigma-lava_code,item
items_drone_designs_enigma-lava_short,item
items_drone_designs_enigma-legend_fullname,item
items_drone_designs_enigma-legend_description,item
items_drone_designs_enigma-legend_code,item
items_drone_designs_enigma-legend_short,item
items_drone_designs_drone-sentinel-lava_fullname,item
items_drone_designs_drone-sentinel-lava_description,item
items_drone_designs_drone-sentinel-lava_code,item
items_drone_designs_drone-sentinel-lava_short,item
items_drone_designs_drone-sentinel-argon_fullname,item
items_drone_designs_drone-sentinel-argon_description,item
items_drone_designs_drone-sentinel-argon_code,item
items_drone_designs_drone-sentinel-argon_short,item
items_drone_designs_drone-sentinel-legend_fullname,item
items_drone_designs_drone-sentinel-legend_description,item
items_drone_designs_drone-sentinel-legend_code,item
items_drone_designs_drone-sentinel-legend_short,item
items_drone_designs_drone-diminisher-argon_fullname,item
items_drone_designs_drone-diminisher-argon_description,item
items_drone_designs_drone-diminisher-argon_code,item
items_drone_designs_drone-diminisher-argon_short,item
items_drone_designs_drone-diminisher-lava_fullname,item
items_drone_designs_drone-diminisher-lava_description,item
items_drone_designs_drone-diminisher-lava_code,item
items_drone_designs_drone-diminisher-lava_short,item
items_drone_designs_drone-diminisher-legend_fullname,item
items_drone_designs_drone-diminisher-legend_description,item
items_drone_designs_drone-diminisher-legend_code,item
items_drone_designs_drone-diminisher-legend_short,item
items_drone_designs_drone-goliath-x-argon_fullname,item
items_drone_designs_drone-goliath-x-argon_description,item
items_drone_designs_drone-goliath-x-argon_code,item
items_drone_designs_drone-goliath-x-argon_short,item
items_drone_designs_drone-goliath-x-lava_fullname,item
items_drone_designs_drone-goliath-x-lava_description,item
items_drone_designs_drone-goliath-x-lava_code,item
items_drone_designs_drone-goliath-x-lava_short,item
items_drone_designs_drone-goliath-x-legend_fullname,item
items_drone_designs_drone-goliath-x-legend_description,item
items_drone_designs_drone-goliath-x-legend_code,item
items_drone_designs_drone-goliath-x-legend_short,item
items_drone_designs_drone-cyborg-carbonite_fullname,item
items_drone_designs_drone-cyborg-carbonite_code,item
items_drone_designs_drone-cyborg-carbonite_description,item
items_drone_designs_drone-cyborg-carbonite_short,item
items_drone_designs_drone-hammerclaw-carbonite_fullname,item
items_drone_designs_drone-hammerclaw-carbonite_code,item
items_drone_designs_drone-hammerclaw-carbonite_description,item
items_drone_designs_drone-hammerclaw-carbonite_short,item
items_drone_designs_drone-enigma-carbonite_code,item
items_drone_designs_drone-enigma-carbonite_short,item
items_drone_designs_drone-enigma-carbonite_fullname,item
items_drone_designs_drone-enigma-carbonite_description,item
items_drone_designs_hermes_fullname,item
items_drone_designs_hermes_description,item
items_drone_designs_hermes_code,item
items_drone_designs_hermes_short,item
items_drone_designs_drone-g-champion-dusklight_fullname,item
items_drone_designs_drone-g-champion-dusklight_description,item
items_drone_designs_drone-g-champion-dusklight_code,item
items_drone_designs_drone-g-champion-dusklight_short,item
items_drone_designs_drone-hammerclaw-legend_fullname,item
items_drone_designs_drone-hammerclaw-legend_description,item
items_drone_designs_drone-hammerclaw-legend_code,item
items_drone_designs_drone-hammerclaw-legend_short,item
items_drone_designs_drone-diminisher-dusklight_fullname,item
items_drone_designs_drone-diminisher-dusklight_description,item
items_drone_designs_drone-diminisher-dusklight_code,item
items_drone_designs_drone-diminisher-dusklight_short,item
items_drone_designs_drone-berserker-silver_fullname,item
items_drone_designs_drone-berserker-silver_short,item
items_drone_designs_drone-berserker-silver_code,item
items_drone_designs_drone-berserker-silver_description,item
items_drone_designs_drone-sentinel-dusklight_fullname,item
items_drone_designs_drone-sentinel-dusklight_description,item
items_drone_designs_drone-sentinel-dusklight_code,item
items_drone_designs_drone-sentinel-dusklight_short,item
items_drone_designs_drone-berserker-ace_fullname,item
items_drone_designs_drone-berserker-ace_description,item
items_drone_designs_drone-berserker-ace_code,item
items_drone_designs_drone-berserker-ace_short,item
items_drone_designs_drone-berserker-blaze_fullname,item
items_drone_designs_drone-berserker-blaze_description,item
items_drone_designs_drone-berserker-blaze_code,item
items_drone_designs_drone-berserker-blaze_short,item
items_drone_designs_drone-centurion-dusklight_fullname,item
items_drone_designs_drone-centurion-dusklight_description,item
items_drone_designs_drone-centurion-dusklight_code,item
items_drone_designs_drone-centurion-dusklight_short,item
items_drone_designs_drone-sentinel-harbinger_fullname,item
items_drone_designs_drone-sentinel-harbinger_description,item
items_drone_designs_drone-sentinel-harbinger_code,item
items_drone_designs_drone-sentinel-harbinger_short,item
items_drone_designs_drone-centurion-seraph_fullname,item
items_drone_designs_drone-centurion-seraph_description,item
items_drone_designs_drone-centurion-seraph_code,item
items_drone_designs_drone-centurion-seraph_short,item
items_drone_designs_drone-sentinel-seraph_fullname,item
items_drone_designs_drone-sentinel-seraph_description,item
items_drone_designs_drone-sentinel-seraph_code,item
items_drone_designs_drone-sentinel-seraph_short,item
items_drone_designs_drone-goliath-x-dusklight_fullname,item
items_drone_designs_drone-goliath-x-dusklight_description,item
items_drone_designs_drone-goliath-x-dusklight_code,item
items_drone_designs_drone-goliath-x-dusklight_short,item
items_drone_designs_drone-berserker-legend_fullname,item
items_drone_designs_drone-berserker-legend_description,item
items_drone_designs_drone-berserker-legend_code,item
items_drone_designs_drone-berserker-legend_short,item
items_drone_designs_drone-berserker-lava_fullname,item
items_drone_designs_drone-berserker-lava_description,item
items_drone_designs_drone-berserker-lava_code,item
items_drone_designs_drone-berserker-lava_short,item
items_drone_designs_drone-berserker-argon_fullname,item
items_drone_designs_drone-berserker-argon_description,item
items_drone_designs_drone-berserker-argon_code,item
items_drone_designs_drone-berserker-argon_short,item
items_booster_ep-b01_fullname,item
items_booster_ep-b01_description,item
items_booster_ep-b01_code,item
items_booster_ep-b01_short,item
items_booster_hon-b01_fullname,item
items_booster_hon-b01_description,item
items_booster_hon-b01_code,item
items_booster_hon-b01_short,item
items_booster_dmg-b01_fullname,item
items_booster_dmg-b01_description,item
items_booster_dmg-b01_code,item
items_booster_dmg-b01_short,item
items_booster_schild-booster_fullname,item
items_booster_schild-booster_description,item
items_booster_schild-booster_code,item
items_booster_schild-booster_short,item
items_booster_shd-b01_fullname,item
items_booster_shd-b01_description,item
items_booster_shd-b01_code,item
items_booster_shd-b01_short,item
items_booster_rep-s01_fullname,item
items_booster_rep-s01_description,item
items_booster_rep-s01_code,item
items_booster_rep-s01_short,item
items_booster_rep-b01_fullname,item
items_booster_rep-b01_description,item
items_booster_rep-b01_code,item
items_booster_rep-b01_short,item
items_booster_sreg-b01_fullname,item
items_booster_sreg-b01_description,item
items_booster_sreg-b01_code,item
items_booster_sreg-b01_short,item
items_booster_res-b01_fullname,item
items_booster_res-b01_description,item
items_booster_res-b01_code,item
items_booster_res-b01_short,item
items_booster_hp-b01_fullname,item
items_booster_hp-b01_description,item
items_booster_hp-b01_code,item
items_booster_hp-b01_short,item
items_booster_hon-b02_fullname,item
items_booster_hon-b02_description,item
items_booster_hon-b02_hint,item
items_booster_hon-b02_code,item
items_booster_hon-b02_short,item
items_booster_dmg-b02_fullname,item
items_booster_dmg-b02_description,item
items_booster_dmg-b02_hint,item
items_booster_dmg-b02_code,item
items_booster_dmg-b02_short,item
items_booster_shd-b02_fullname,item
items_booster_shd-b02_description,item
items_booster_shd-b02_hint,item
items_booster_shd-b02_code,item
items_booster_shd-b02_short,item
items_booster_rep-b02_fullname,item
items_booster_rep-b02_description,item
items_booster_rep-b02_hint,item
items_booster_rep-b02_code,item
items_booster_rep-b02_short,item
items_booster_sreg-b02_fullname,item
items_booster_sreg-b02_description,item
items_booster_sreg-b02_hint,item
items_booster_sreg-b02_code,item
items_booster_sreg-b02_short,item
items_booster_res-b02_fullname,item
items_booster_res-b02_description,item
items_booster_res-b02_hint,item
items_booster_res-b02_code,item
items_booster_res-b02_short,item
items_booster_hp-b02_fullname,item
items_booster_hp-b02_description,item
items_booster_hp-b02_hint,item
items_booster_hp-b02_code,item
items_booster_hp-b02_short,item
items_booster_ep-b02_fullname,item
items_booster_ep-b02_description,item
items_booster_ep-b02_hint,item
items_booster_ep-b02_code,item
items_booster_ep-b02_short,item
items_booster_nqr-b01_fullname,item
items_booster_nqr-b01_description,item
items_booster_nqr-b01_code,item
items_booster_nqr-b01_short,item
items_booster_nbx-b01_fullname,item
items_booster_nbx-b01_description,item
items_booster_nbx-b01_code,item
items_booster_nbx-b01_short,item
items_booster_max-bp01_fullname,item
items_booster_max-bp01_description,item
items_booster_max-bp01_code,item
items_booster_max-bp01_short,item
items_booster_cd-b01_fullname,item
items_booster_cd-b01_description,item
items_booster_cd-b01_code,item
items_booster_cd-b01_short,item
items_booster_cd-b02_fullname,item
items_booster_cd-b02_description,item
items_booster_cd-b02_code,item
items_booster_cd-b02_short,item
items_booster_kappa-b01_fullname,item
items_booster_kappa-b01_description,item
items_booster_kappa-b01_code,item
items_booster_kappa-b01_short,item
items_booster_dropch-b01_fullname,item
items_booster_dropch-b01_description,item
items_booster_dropch-b01_code,item
items_booster_dropch-b01_short,item
items_booster_rwrddbl-b01_fullname,item
items_booster_rwrddbl-b01_description,item
items_booster_rwrddbl-b01_code,item
items_booster_rwrddbl-b01_short,item
booster_types_description,item
booster_types_description_area,item
booster_types_quest_reward_newbie_name,item
booster_types_ability_cooldown_time_name,item
booster_types_damage_name,item
booster_types_experience_points_name,item
booster_types_honour_points_name,item
booster_types_hitpoints_name,item
booster_types_shield_name,item
booster_types_collect_resources_newbie_name,item
booster_types_collect_resources_name,item
booster_types_repair_name,item
booster_types_shield_regeneration_name,item
booster_types_chance_name,item
booster_types_newresource_name,item
booster_types_amount_name,item
booster_types_event_amount_name,item
booster_types_special_amount_name,item
booster_types_event_chance_name,item
booster_types_special_chance_name,item
booster_types_quest_reward_newbie_description,item
booster_types_ability_cooldown_time_description,item
booster_types_damage_description,item
booster_types_experience_points_description,item
booster_types_honour_points_description,item
booster_types_hitpoints_description,item
booster_types_shield_description,item
booster_types_collect_resources_newbie_description,item
booster_types_collect_resources_description,item
booster_types_repair_description,item
booster_types_shield_regeneration_description,item
booster_types_chance_description,item
booster_types_newresource_description,item
booster_types_amount_description,item
booster_types_event_amount_description,item
booster_types_special_amount_description,item
booster_types_event_chance_description,item
booster_types_special_chance_description,item
booster_types_damage_laser_name,item
booster_types_damage_laser_description,item
booster_types_damage_rockets_name,item
booster_types_damage_rockets_description,item
booster_types_hitchance_laser_name,item
booster_types_hitchance_laser_description,item
booster_types_speed_name,item
booster_types_speed_description,item
booster_types_pet_exp_booster_name,item
booster_types_pet_exp_booster_description,item
booster_types_damage_pvp_name,item
booster_types_damage_pvp_description,item
booster_types_damage_factions_name,item
booster_types_damage_factions_description,item
booster_types_laser_hit_chance_name,item
booster_types_laser_hit_chance_description,item
booster_types_rocket_hit_chance_name,item
booster_types_rocket_hit_chance_description,item
booster_types_damage_npc_name,item
booster_types_damage_npc_description,item
items_booster_rwrddbl-rc-b00_fullname,item
items_booster_rwrddbl-rc-b00_description,item
items_booster_rwrddbl-rc-b00_code,item
